1;33.66;
2;45.85;
1;35.46;
2;51.06;
1;38.47;
2;56.15;
1;39.44;
2;60.63;
1;39.02;
2;62.07;
1;38.47;
2;62.25;
1;41.93;
2;62.00;
1;41.95;
2;64.44;
1;39.32;
2;66.18;
4;22.25;
5;21.76;
2;24.21;
6;42.21;
3;20.84;
1;23.00;
2;26.18;
3;21.16;
5;24.31;
6;48.17;
4;23.88;
1;23.23;
2;29.97;
4;25.82;
6;50.53;
3;22.26;
5;26.33;
1;25.78;
2;30.55;
6;55.37;
3;27.54;
4;26.49;
5;31.21;
1;29.31;
2;32.78;
6;61.97;
5;35.48;
4;27.04;
3;29.33;
1;32.40;
2;37.90;
5;38.21;
4;28.88;
6;71.03;
3;30.24;
1;35.14;
2;42.79;
5;41.66;
6;73.19;
4;30.74;
3;32.36;
1;38.87;
2;48.31;
5;42.34;
6;76.11;
4;31.64;
3;33.97;
1;44.47;
2;50.54;
5;43.87;
6;73.50;
3;33.85;
4;39.00;
1;47.78;
2;52.32;
5;46.46;
6;67.31;
4;41.61;
3;35.38;
1;49.46;
2;55.59;
5;47.60;
6;65.91;
3;37.48;
4;46.63;
1;49.60;
2;55.90;
5;48.21;
6;62.04;
3;38.35;
4;45.66;
1;53.49;
2;54.49;
5;58.26;
3;39.02;
6;62.13;
4;53.46;
1;51.91;
2;56.10;
3;35.41;
6;58.54;
5;57.13;
4;67.31;
1;52.05;
2;55.91;
6;55.15;
3;35.88;
5;58.05;
6;101.24;
2;46.93;
3;40.42;
4;58.15;
1;43.57;
5;81.64;
2;50.43;
6;121.06;
3;43.91;
4;47.61;
1;38.41;
5;77.53;
2;49.94;
6;132.27;
3;44.23;
4;48.15;
1;39.88;
5;76.60;
6;145.76;
2;51.73;
3;48.44;
1;37.73;
4;54.59;
5;75.68;
2;46.01;
6;178.83;
3;45.56;
1;32.69;
4;48.76;
5;72.93;
2;49.62;
6;195.43;
3;44.24;
1;32.19;
4;52.24;
5;62.27;
2;52.24;
6;214.63;
3;47.39;
1;31.74;
4;57.55;
3;18.03;
4;24.26;
5;36.37;
2;21.54;
1;19.94;
6;41.43;
3;25.75;
4;35.62;
5;49.72;
2;28.52;
1;22.33;
6;57.13;
3;31.66;
4;43.09;
1;22.95;
2;32.72;
5;52.94;
6;63.66;
3;33.33;
4;45.07;
2;39.49;
1;24.74;
5;57.79;
6;71.37;
3;33.33;
4;49.65;
2;48.77;
1;27.62;
6;76.24;
5;57.89;
3;33.33;
2;52.25;
4;57.78;
1;30.01;
6;82.12;
5;58.98;
3;33.46;
2;54.56;
4;62.10;
1;31.66;
6;91.25;
5;62.12;
3;34.23;
4;73.68;
1;34.36;
2;55.78;
6;104.85;
5;64.76;
3;35.30;
4;77.14;
2;59.41;
1;35.49;
6;130.00;
5;66.03;
3;37.20;
1;37.97;
4;85.66;
2;63.44;
6;151.71;
5;69.25;
3;38.11;
1;38.60;
4;85.50;
6;148.79;
2;67.21;
5;51.96;
3;33.54;
1;38.31;
4;82.34;
6;152.40;
2;65.99;
5;41.22;
3;33.28;
6;159.01;
4;80.67;
1;38.01;
2;67.79;
5;46.31;
3;36.21;
4;82.00;
6;156.84;
1;41.98;
2;66.04;
5;45.14;
3;45.86;
6;157.44;
4;78.30;
2;57.67;
1;41.34;
5;47.53;
3;47.90;
4;70.28;
6;155.27;
2;56.31;
1;41.02;
5;46.53;
3;52.73;
6;161.68;
2;56.81;
4;69.95;
1;43.21;
5;45.96;
3;54.02;
6;158.26;
2;58.68;
4;64.34;
1;42.12;
3;57.10;
5;45.92;
6;144.68;
2;61.50;
4;67.68;
1;44.71;
3;63.65;
5;46.18;
6;156.80;
2;60.94;
4;65.56;
1;44.92;
3;66.38;
5;45.51;
2;59.69;
6;151.09;
4;65.21;
1;47.62;
3;64.12;
5;53.47;
6;167.86;
2;61.87;
4;70.43;
1;46.08;
3;61.86;
5;62.62;
6;167.96;
2;60.29;
4;66.52;
1;47.87;
3;60.09;
5;55.50;
6;180.92;
2;59.22;
4;64.19;
1;44.57;
3;54.29;
5;54.31;
6;189.06;
2;62.35;
4;65.23;
1;43.72;
3;57.69;
5;58.66;
6;195.66;
2;64.05;
4;73.26;
1;43.98;
3;57.10;
5;60.00;
6;183.69;
2;63.79;
4;72.13;
1;40.39;
3;56.56;
5;60.10;
6;194.69;
2;63.74;
4;67.00;
1;41.16;
3;52.98;
5;57.94;
6;189.38;
2;59.80;
1;40.88;
4;60.79;
3;45.31;
5;57.76;
6;166.43;
2;56.97;
1;41.82;
4;57.14;
3;43.49;
5;57.99;
6;171.64;
2;56.26;
1;38.77;
4;54.07;
3;46.15;
5;54.31;
6;147.92;
2;53.23;
4;45.87;
1;42.68;
3;47.88;
5;44.04;
6;154.12;
2;49.21;
4;50.53;
1;42.73;
3;52.63;
5;51.19;
6;145.23;
2;47.45;
4;53.25;
1;41.81;
3;53.49;
5;51.15;
6;141.61;
2;46.93;
4;53.05;
1;44.58;
3;51.33;
5;47.41;
6;141.63;
2;45.01;
4;49.05;
1;44.88;
3;50.20;
5;51.52;
6;157.05;
2;46.53;
4;50.60;
1;47.96;
3;53.31;
5;53.65;
6;143.77;
2;48.82;
4;57.99;
1;46.61;
3;59.91;
5;67.18;
6;149.75;
2;53.99;
4;63.56;
1;46.17;
3;69.57;
5;75.84;
6;142.73;
2;56.63;
4;71.68;
1;44.21;
3;75.33;
5;80.89;
6;142.01;
2;54.36;
4;71.27;
1;45.05;
3;76.46;
5;86.16;
6;143.02;
2;50.48;
4;70.59;
3;79.04;
1;42.91;
5;91.15;
6;134.12;
2;55.17;
4;66.91;
1;44.48;
3;75.17;
5;89.11;
6;133.75;
2;55.40;
4;68.03;
1;43.58;
3;72.17;
5;92.70;
6;135.65;
2;52.84;
4;68.87;
1;40.73;
3;73.38;
5;95.78;
6;130.52;
2;51.07;
4;68.73;
3;74.04;
1;39.05;
5;97.69;
6;113.52;
2;47.47;
4;69.17;
3;69.57;
1;37.16;
5;95.64;
6;111.17;
2;42.61;
4;62.77;
1;37.95;
3;62.98;
5;83.57;
6;102.42;
2;35.16;
4;64.07;
1;35.41;
3;52.95;
5;75.09;
6;100.26;
2;33.83;
4;56.82;
1;37.89;
5;68.41;
3;45.80;
6;86.94;
2;31.30;
4;57.49;
1;44.64;
5;59.97;
3;41.98;
6;77.20;
2;32.12;
4;57.00;
5;55.17;
3;34.29;
1;47.41;
6;71.81;
2;29.63;
4;56.94;
3;30.56;
5;50.24;
1;46.51;
6;63.86;
2;31.29;
4;55.93;
3;30.41;
1;46.05;
5;45.95;
6;54.80;
2;33.80;
3;26.93;
4;53.60;
1;46.78;
5;45.12;
6;59.75;
2;35.32;
3;29.87;
4;54.81;
5;44.73;
1;48.62;
6;62.49;
2;38.65;
3;37.49;
4;58.88;
5;45.37;
1;49.97;
6;68.43;
2;43.12;
4;60.77;
3;39.20;
1;51.05;
5;47.67;
6;70.55;
2;43.85;
3;42.94;
4;53.67;
1;52.21;
5;52.99;
6;76.15;
2;43.78;
3;51.42;
4;52.77;
5;76.03;
1;49.94;
6;91.66;
2;48.78;
3;60.03;
5;81.53;
4;51.92;
1;46.91;
6;94.66;
2;51.14;
3;72.25;
4;51.09;
5;99.24;
1;44.44;
6;95.64;
2;53.03;
3;84.65;
5;106.16;
4;49.54;
1;44.63;
6;116.60;
2;52.57;
3;87.11;
5;110.12;
4;49.48;
1;45.21;
6;122.58;
2;53.07;
3;89.43;
5;112.78;
1;44.95;
4;49.63;
6;125.88;
2;52.41;
3;93.85;
5;129.00;
1;44.91;
4;46.00;
6;131.89;
2;54.65;
3;91.59;
5;133.76;
1;42.57;
4;39.97;
6;140.15;
2;50.65;
3;97.51;
5;142.65;
1;45.84;
4;37.52;
6;140.16;
2;51.27;
3;99.16;
1;46.92;
5;141.06;
4;41.77;
6;147.51;
2;53.33;
3;95.27;
1;48.05;
5;123.67;
4;44.10;
6;149.14;
2;50.51;
3;89.32;
5;122.07;
1;44.30;
4;43.52;
6;148.72;
2;46.96;
3;82.96;
1;44.72;
5;108.06;
4;42.84;
6;153.51;
2;43.09;
3;76.47;
1;45.88;
5;104.26;
4;44.52;
6;141.05;
2;41.37;
3;77.62;
5;109.38;
1;47.62;
4;41.40;
6;135.63;
2;39.13;
3;77.36;
5;111.20;
4;43.18;
1;49.17;
6;127.33;
2;43.62;
3;69.58;
5;91.20;
1;49.19;
4;42.25;
6;126.90;
2;39.60;
5;93.50;
3;67.70;
4;43.68;
1;52.50;
6;110.42;
2;39.45;
3;67.02;
5;89.86;
1;49.73;
4;45.86;
6;108.49;
2;40.01;
3;65.83;
5;94.98;
1;51.19;
4;42.76;
6;96.11;
2;38.43;
3;64.07;
5;103.41;
1;50.17;
4;44.43;
6;76.81;
2;38.27;
3;63.24;
5;101.18;
1;48.62;
4;43.18;
6;72.81;
2;39.29;
3;59.68;
5;105.42;
1;46.39;
4;41.86;
6;65.92;
2;39.40;
3;56.25;
5;106.11;
1;42.62;
4;39.99;
6;69.23;
2;38.94;
5;99.14;
3;59.74;
1;43.26;
4;39.49;
6;70.58;
2;37.89;
5;95.18;
3;61.82;
1;42.51;
4;40.22;
6;74.39;
2;37.87;
3;66.49;
5;100.18;
1;44.34;
4;39.92;
6;73.49;
2;41.28;
3;68.31;
5;96.39;
1;43.80;
4;38.94;
6;76.55;
2;43.47;
3;68.42;
5;94.19;
1;46.13;
4;37.91;
6;75.13;
2;42.84;
5;88.70;
3;79.94;
1;47.54;
4;36.59;
6;78.50;
2;43.06;
3;80.62;
5;77.52;
1;48.67;
4;31.51;
6;79.91;
2;41.33;
3;81.07;
5;78.63;
1;50.86;
4;31.79;
6;81.11;
2;42.02;
3;81.90;
5;73.45;
1;53.67;
4;32.64;
6;77.90;
2;47.31;
5;75.13;
3;84.91;
1;56.11;
4;32.52;
6;66.59;
2;47.49;
5;85.22;
3;80.45;
1;55.37;
4;34.85;
6;65.73;
2;53.27;
5;87.31;
3;82.14;
1;54.03;
4;35.06;
6;62.30;
2;48.59;
5;85.01;
3;76.85;
1;51.09;
4;37.87;
6;57.57;
2;44.16;
5;89.38;
3;80.06;
1;49.37;
4;35.74;
6;52.87;
2;41.49;
5;86.73;
3;76.51;
1;46.10;
4;33.83;
6;53.58;
2;41.04;
5;93.41;
3;64.28;
1;44.36;
4;35.06;
6;49.87;
2;41.48;
3;64.49;
5;96.44;
1;44.14;
4;36.12;
6;48.39;
2;43.97;
5;97.36;
3;67.70;
1;41.12;
4;37.61;
6;50.51;
2;43.58;
5;98.74;
3;69.18;
1;39.44;
4;38.72;
6;51.23;
2;39.12;
5;109.44;
3;65.04;
1;37.75;
4;39.57;
6;53.21;
5;104.35;
2;38.79;
3;67.19;
1;37.39;
4;38.53;
6;50.68;
5;99.82;
3;64.21;
2;33.28;
1;36.38;
4;35.66;
6;47.90;
2;35.17;
5;97.85;
3;66.34;
1;35.20;
4;34.90;
6;55.91;
2;35.30;
5;94.24;
3;64.89;
1;34.63;
4;43.46;
6;72.79;
2;39.12;
5;93.49;
3;63.96;
1;33.11;
4;43.94;
6;75.60;
2;39.00;
5;84.78;
3;63.77;
1;29.29;
4;45.59;
6;82.34;
2;36.05;
5;79.64;
3;63.83;
1;29.66;
4;43.76;
6;81.37;
2;33.44;
5;78.69;
4;47.21;
3;62.97;
1;29.81;
6;85.40;
2;35.15;
3;61.27;
1;29.71;
5;75.19;
4;45.25;
6;89.52;
5;61.42;
2;36.05;
3;63.98;
1;31.66;
4;45.33;
6;106.37;
3;60.67;
2;42.42;
5;64.14;
1;32.64;
4;48.91;
6;123.67;
3;58.90;
5;67.34;
2;46.06;
1;36.12;
4;51.93;
6;131.40;
3;55.24;
2;48.97;
5;66.64;
1;38.34;
4;55.26;
6;130.87;
3;49.64;
2;51.53;
5;64.54;
1;39.55;
4;59.08;
6;137.70;
3;47.91;
2;53.09;
5;68.39;
1;41.15;
4;65.92;
6;160.35;
3;47.33;
2;57.16;
5;73.99;
1;46.51;
4;87.73;
6;184.30;
3;45.64;
2;62.48;
5;79.18;
1;46.44;
4;98.94;
6;198.91;
3;42.52;
2;66.69;
5;76.04;
1;47.17;
4;97.90;
6;204.01;
3;42.25;
2;66.51;
5;77.13;
1;49.58;
4;100.40;
6;220.28;
3;40.67;
2;68.15;
5;75.02;
1;51.54;
4;103.61;
6;213.07;
3;45.97;
2;66.96;
5;71.65;
1;51.03;
4;105.67;
6;207.02;
3;50.70;
2;69.68;
5;74.62;
1;51.86;
4;105.10;
6;207.18;
3;56.74;
2;69.65;
5;77.26;
1;53.63;
4;99.94;
6;200.64;
3;59.41;
2;68.48;
5;77.42;
1;54.42;
4;89.05;
6;180.25;
3;60.15;
2;64.24;
5;72.91;
1;56.38;
4;85.56;
6;166.59;
3;58.66;
2;62.90;
5;65.35;
1;52.44;
4;65.15;
6;145.39;
3;59.48;
2;61.93;
5;63.25;
1;52.65;
4;57.80;
6;148.12;
3;59.82;
2;60.31;
5;68.31;
4;54.84;
1;57.16;
6;138.46;
3;59.29;
2;59.91;
5;74.40;
1;57.92;
4;51.93;
6;118.24;
3;58.34;
2;57.21;
5;77.99;
4;51.32;
1;55.57;
6;118.06;
3;56.41;
5;72.77;
2;53.09;
4;51.07;
1;56.97;
6;123.03;
3;53.81;
2;49.30;
5;71.92;
4;54.50;
1;54.72;
6;120.86;
3;53.31;
2;46.66;
5;82.75;
4;55.59;
1;53.61;
6;126.36;
3;53.25;
2;45.78;
5;84.17;
4;54.75;
1;53.52;
6;124.76;
3;55.43;
2;47.25;
5;85.98;
4;52.69;
1;53.52;
6;117.34;
3;57.78;
2;47.10;
4;51.45;
5;92.69;
1;54.03;
6;111.70;
3;59.75;
4;47.79;
2;44.56;
5;91.87;
1;53.40;
6;95.96;
3;58.69;
2;43.69;
4;50.02;
5;90.75;
1;49.04;
6;95.42;
3;58.83;
2;43.00;
4;50.97;
1;46.30;
5;82.42;
6;95.89;
3;58.67;
2;43.44;
4;47.40;
5;85.47;
1;44.03;
6;89.70;
3;52.74;
2;41.08;
4;41.51;
1;41.14;
6;73.60;
5;86.16;
3;49.60;
2;38.32;
4;38.15;
1;41.31;
5;86.51;
6;72.29;
3;43.44;
2;35.39;
4;39.80;
1;38.47;
6;65.78;
5;73.47;
3;40.32;
2;34.60;
4;40.43;
6;66.01;
1;38.03;
5;69.80;
3;36.40;
2;31.69;
4;38.16;
6;61.20;
1;38.92;
5;72.83;
3;32.48;
2;28.54;
4;35.11;
6;57.56;
1;39.54;
5;67.39;
3;28.72;
2;26.77;
4;34.08;
6;57.41;
1;38.70;
5;65.46;
3;28.50;
2;25.08;
4;30.48;
6;54.10;
1;37.66;
5;61.59;
3;28.24;
2;24.03;
4;28.98;
6;52.57;
1;35.73;
5;62.06;
3;29.64;
2;22.75;
4;28.09;
6;46.61;
1;35.27;
5;56.60;
3;32.80;
2;22.75;
4;27.18;
1;35.07;
6;47.31;
5;55.10;
2;22.00;
3;34.18;
4;24.63;
1;33.28;
6;40.66;
5;49.57;
3;33.81;
2;23.48;
4;21.63;
6;37.13;
1;33.43;
5;46.29;
2;23.21;
3;33.19;
4;19.94;
1;31.94;
6;33.66;
5;43.98;
3;32.87;
2;23.70;
4;19.94;
1;26.88;
6;31.37;
5;37.52;
2;23.31;
3;33.14;
4;21.28;
1;25.81;
6;31.34;
5;38.58;
2;23.28;
3;32.30;
4;21.94;
1;29.11;
6;30.51;
5;37.46;
2;22.67;
3;31.12;
4;21.85;
1;31.00;
5;38.30;
6;30.79;
2;21.28;
3;29.89;
4;23.06;
1;31.37;
6;32.46;
5;38.52;
2;20.75;
3;28.28;
4;23.50;
1;32.34;
